電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
Black Box Diaries,2024,"Journalist Shiori Ito embarks on a courageous investigation of her own sexual assault in an improbable attempt to prosecute her high-profile offender. Her quest becomes a landmark case in Japan, exposing the country’s outdated judicial and societal systems.",https://a.ltrbxd.com/resized/film-poster/1/0/9/8/3/1/7/1098317-black-box-diaries-0-1000-0-1500-crop.jpg?v=e1b258a7c0,4.00,19998,9,0,32,0,349,0,3582,0,2519,0,31,159,1794,8628,2895
