電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1星,1.5星,2星,2.5星,3星,3.5星,4星,4.5星,5星
A City of Sadness,1989,"The story of a family embroiled in the ""White Terror,"" the Kuomintang government's anti-communist political repression that was wrought on the Taiwanese people from 1947-1987.",https://a.ltrbxd.com/resized/film-poster/1/5/6/5/1/15651-a-city-of-sadness-0-1000-0-1500-crop.jpg?v=96893fa78f,4.14,13604,20,51,66,176,244,1044,1760,4205,2656,3382
