電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
1917,2019,"At the height of the First World War, two young British soldiers must cross enemy territory and deliver a message that will stop a deadly attack on hundreds of soldiers.",https://a.ltrbxd.com/resized/film-poster/4/6/0/1/5/5/460155-1917-0-1000-0-1500-crop.jpg?v=9eb1d95df5,4.11,1526479,1407,0,3458,0,25061,0,196525,0,262350,0,4386,20745,138942,539248,334357
