電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
Caught by the Tides,2024,"Years after her boyfriend left her for the big city and promised to bring her there after he’s settled down, a Chinese woman sets out on a journey to be reunited with him.",https://a.ltrbxd.com/resized/film-poster/1/0/2/4/4/5/6/1024456-caught-by-the-tides-0-1000-0-1500-crop.jpg?v=a33228405b,3.64,11835,82,0,183,0,861,0,2421,0,1248,0,175,650,2119,3026,1070
