電影標題,電影描述,海報圖片,電影原名,導演,電影年份
Caught by the Tides,"Years after her boyfriend left her for the big city and promised to bring her there after he’s settled down, a Chinese woman sets out on a journey to be reunited with him.",https://a.ltrbxd.com/resized/film-poster/1/0/2/4/4/5/6/1024456-caught-by-the-tides-0-230-0-345-crop.jpg?v=a33228405b,风流一代,Jia Zhangke,2024
