電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
Story of Taipei,2017,"Limitless lies, betrayals and temptations revealed by an accidental car crash. A huge storm is about to happen in Taipei and we're all inside it!",https://a.ltrbxd.com/resized/film-poster/3/9/0/9/2/8/390928-story-of-taipei-0-1000-0-1500-crop.jpg?v=ad0b31f679,3.04,247,44,0,18,0,16,0,13,0,5,0,40,22,19,24,46
