電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
Eight Hundred Heroes,1975,"As battle rages in Shanghai, a single battalion of soldiers led by Xie Jinyuan is ordered to hold back the Japanese forces at the Sihang warehouse. Girl scouts risk their lives to deliver food and medicine to the defenders.",https://a.ltrbxd.com/resized/film-poster/1/6/5/0/9/5/165095-eight-hundred-heroes-0-1000-0-1500-crop.jpg?v=f7d2589e9b,N/A,N/A,0,0,4,0,9,0,26,0,2,0,3,11,42,14,4
