電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1星,1.5星,2星,2.5星,3星,3.5星,4星,4.5星,5星
Fast & Furious,2009,"When a crime brings them back to L.A., fugitive ex-con Dom Toretto reignites his feud with agent Brian O'Conner. But as they are forced to confront a shared enemy, Dom and Brian must give in to an uncertain new trust if they hope to outmaneuver him. And the two men will find the best way to get revenge: push the limits of what's possible behind the wheel.",https://a.ltrbxd.com/resized/film-poster/4/3/5/8/2/43582-fast-furious-0-1000-0-1500-crop.jpg?v=e16e161e36,2.91,300680,2580,8090,9942,38484,45382,92266,41794,36917,5765,19460
