電影標題,上映年份,電影描述,海報圖片,平均評分,評分總數,0.5星,1.0星,1.5星,2.0星,2.5星,3.0星,3.5星,4.0星,4.5星,5.0星,1星,2星,3星,4星,5星
A City of Sadness,1989,"The story of a family embroiled in the ""White Terror,"" the Kuomintang government's anti-communist political repression that was wrought on the Taiwanese people from 1947-1987.",https://a.ltrbxd.com/resized/film-poster/1/5/6/5/1/15651-a-city-of-sadness-0-1000-0-1500-crop.jpg?v=96893fa78f,4.14,13608,20,0,66,0,244,0,1760,0,2656,0,51,176,1045,4206,3384
